tick_number,elapsed_ns,tick_interval_ns,cache_hits_delta,bucket_hits_delta,word_executions_delta,hot_word_count,avg_word_heat_q48,window_width,actual_window_size,predicted_label_hits,jitter_bits,apic_ticks,time_trust_q48,variance_q48
69,690000,10000,0,0,256,44,40,4096,3910,0,0,0,65536,0
70,700000,10000,0,0,256,53,42,4096,4096,0,0,0,65536,0
71,710000,10000,0,0,256,55,44,4096,4096,0,0,0,65536,0
72,720000,10000,0,0,256,59,46,2048,2048,0,0,0,65536,0
73,730000,10000,0,0,256,60,48,2048,2048,0,0,0,65536,0
74,740000,10000,0,0,256,61,50,1024,1024,0,0,0,65536,0
75,750000,10000,0,0,256,66,52,1024,1024,0,0,0,65536,0
76,760000,10000,0,0,256,71,53,512,512,0,0,0,65536,0
77,770000,10000,0,0,256,71,55,512,512,0,0,0,65536,0
78,780000,10000,0,0,256,71,57,256,256,0,0,0,65536,0
79,790000,10000,0,0,256,71,59,256,256,0,0,0,65536,0
80,800000,10000,0,0,256,71,61,256,256,0,0,0,65536,0
81,810000,10000,0,0,256,71,63,256,256,0,0,0,65536,0
